ReactionID	Flux	Equation	EC	Kcat_MW	E
R1069	0.0	G00001_x + uacgam_x --> G00002_x + G10619_x	2.4.1.141		
R1070	0.0	asp__L_c + o2_c --> h2o2_c + h_c + iasp_c			
R1085	0.0	fad_m + 5.0 h_m + pentdcoa_m --> C15DCOA_m + fadh2_m	1.3.99.13,1.3.99.3		
R1086	1.27	fad_m + 5.0 h_m + tdcoa_m --> fadh2_m + td2coa_m	1.3.99.13,1.3.99.3		
R1087	0.0	dccoa_m + fad_m + h_m --> dc2coa_m + fadh2_m	1.3.99.13,1.3.99.3		
R1088	0.0	fad_m + h_m + occoa_m --> fadh2_m + oc2coa_m	1.3.99.13,1.3.99.3		
R1099	0.0	CPD_14557_m + 2.0 FERO_m + h_m + o2_m --> 2.0 ficytC_m + h2o_m + no2_m	1.7.3.6		
R1101	0.0	cbm_c + 2.0 h_c --> co2_c + nh4_c			
R1119	0.0	C80ACP_m + amet_m + h2o_m + 2.0 s_m --> ACP_m + dad_5_m + h_m + lipoate_m + met__L_m	2.8.1.8		
R1121	0.0	7.0 coa_m + 7.0 fad_m + 8.0 h2o_m + 2.0 h_m + lnlccoa_m + 9.0 nad_m --> aacoa_m + 7.0 accoa_m + 7.0 fadh2_m + 9.0 nadh_m			
R1131	0.0	atp_c + h_c + pan4p_c --> dpcoa_c + ppi_c	2.7.1.229		
R1171	0.0	C170ACP_c + h_c + nadh_c + o2_c --> C171ACP_c + 2.0 h2o_c + nad_c			
R1182	0.0	h_c + phe__L_c --> co2_c + peamn_c	4.1.1.53		
R1202	0.0	chor_c --> pphn_c	5.4.99.5		
R1211	0.0	C21459_c --> SCOPOLETIN_c + coa_c + 4.0 h_c			
R1212	0.0	C22070_c --> CPD_8186_c + coa_c + 4.0 h_c			
R1214_num1	0.0	conialdh_c + h2o_c + nadp_c --> fer_c + 2.0 h_c + nadph_c	1.2.1.68		
R1215_num1	0.0	conialdh_c + h2o_c + nad_c --> fer_c + 2.0 h_c + nadh_c	1.2.1.68		
R1218	0.0	dhap_x + ocdce9coa_x --> CPD_15924_x + coa_x	2.3.1.42		
R1219	0.0	L_1_LYSOPHOSPHATIDATE_m + ocdce9coa_m --> CPD_8268_m + coa_m	2.3.1.51		
R1220_num1	0.0	L_1_LYSOPHOSPHATIDATE_x + ocdce9coa_x --> CPD_8268_x + coa_x	2.3.1.51		
R1223	0.0	CPD_8343_m + pmtcoa_m --> 1_2_DIPALMITOYLPHOSPHATIDYLCHOLINE_m + coa_m	2.3.1.23		
R1224	0.0	CPD_8343_x + pmtcoa_x --> 1_2_DIPALMITOYLPHOSPHATIDYLCHOLINE_x + coa_x	2.3.1.23		
R1226	0.0	CPD_8355_x + ocdce9coa_x --> coa_x + pe1819Z1819Z_x	2.3.1.23		
R1227_num1	0.0	PHN_c + h_c + nadh_c + o2_c --> PHNO_c + h2o_c + nad_c	1.14.13.-		
R1234_num1	0.0	apocytc_m + 2.0 h_m + pheme_m --> cytc_m	4.4.1.17		
R1235	0.0	frdp_m + h2o_m + pheme_m --> HEMEO_m + ppi_m	2.5.1.141		
R1238_num1	0.0	dscl_c + nad_c --> 2.0 h_c + nadh_c + srch_c	1.3.1.76		
R1239_num1	0.0	fe2_c + srch_c --> 2.0 h_c + sheme_c	4.99.1.4		
R1248	0.0	CPD_202_c + h2o_c --> cholate_c + coa_c + h_c	3.1.2.27		
R1249	0.0	CPD_7257_m + coa_m --> CPD_202_m + ppcoa_m	2.3.1.176		
R1250	0.0	atp_x + cholate_x + coa_x --> CPD_202_x + amp_x + ppi_x	6.2.1.7		
R1252_num1	0.0	2mcit_m --> 2mcacn_m + h2o_m	4.2.1.79		
R1253	0.0	2mcacn_m + h2o_m --> micit_m			
R1254	0.0	micit_m --> pyr_m + succ_m	4.1.3.30		
R1261	0.0	C15973_m + ppcoa_m --> C21018_m + coa_m	2.3.1.168		
R1264	0.0	CPD_5162_x + 2.0 gdpmann_x --> CPD_5164_x + 2.0 gdp_x + 2.0 h_x	2.4.1.131		
R1268_num1	0.0	CPD_171_x + PROTEIN_L_SERINE_OR_L_THREONINE_x --> DOLICHOLP_x + O_D_MANNOSYL_PROTEIN_x + h_x	2.4.1.109		
R1271	0.0	FGAM_c + atp_c --> AIR_c + adp_c + h_c + pi_c	6.3.3.1		
R1273	0.0	5aizc_c + asp__L_c + atp_c --> 25aics_c + adp_c + h_c + pi_c	6.3.2.6		
R1277	0.0	amp_c + h2o_c + h_c --> imp_c + nh4_c	3.5.4.6,3.5.4.17		
R1312	0.0	amp_c + utp_c --> adp_c + udp_c	2.7.4.10		
R1322	0.0	atp_c + ins_c --> adp_c + h_c + imp_c	2.7.1.73		
R1323	0.0	atp_c + gsn_c --> adp_c + gmp_c + h_c	2.7.1.73		
R1329_num1	0.0	C70COA_m + fad_m + h_m --> C7DCOA_m + fadh2_m	1.3.99.3		
R1330_num1	0.0	fad_m + 5.0 h_m + ptcoa_m --> fadh2_m + pt2coa_m	1.3.99.3		
R1333	0.0	fad_m + h_m + stcoa_m --> fadh2_m + od2coa_m	1.3.99.13,1.3.99.3		
R1366_num1	0.0	gln__L_c + h2o_c + prpp_c --> glu__L_c + ppi_c + pram_c	2.4.2.14		
R1371	0.0	10fthf_c + aicar_c --> fprica_c + thf_c	2.1.2.3		
R1439	0.0	CPD_497_m + atp_m --> PSEUDOURIDINE_5_P_m + adp_m + h_m	2.7.1.83		
R1481	0.0	retinol_x --> ALL_TRANS_RETINYL_ESTERS_x + coa_x	2.3.1.76		
R1482	0.0	pmtcoa_x + retinol_x --> coa_x + retpalm_x	2.3.1.76		
R1483	0.0	CPD_882_x + pmtcoa_x --> coa_x + retpalm_11_cis_x	2.3.1.76		
R1489	0.0	ru5p__D_c --> db4p_c + for_c + h_c	4.1.99.12		
R1496	0.0	fad_x + h2o_x --> amp_x + fmn_x + 2.0 h_x	3.6.1.18		
R1497	0.0	25drapp_c + 3.0 h_c + nadh_c --> 25N65PRP_c + nad_c	1.1.1.302		
R1498	0.0	25drapp_c + 3.0 h_c + nadph_c --> 25N65PRP_c + nadp_c	1.1.1.302		
R1499	0.0	25drapp_c + h_c + nadh_c --> CPD_10809_c + nad_c	1.1.1.302		
R1513	0.0	dgslnt_c + gthrd_c --> CPD_13909_c + gthox_c			
R1516	0.0	Ssq23epx_m --> CPD_13283_m	5.4.99.32		
R1520	0.0	h_c + nadph_c + o2_c + sphgn_c --> h2o_c + nadp_c + psphings_c	1.14.18.5		
R1523	0.0	C20SPH_c + h_c + nadph_c + o2_c --> C20PSPH_c + h2o_c + nadp_c	1.14.18.5		
R1526_num1	0.0	psphings_c + stcoa_c --> CERB1A_c + coa_c	2.3.1.24,2.3.1.291		
R1527_num1	0.0	ocdce9coa_c + psphings_c --> CERB1B_c + coa_c	2.3.1.24,2.3.1.291		
R1528_num1	0.0	C20PSPH_c + stcoa_c --> CERB1C_c + coa_c + 3.0 h_c	2.3.1.24,2.3.1.291		
R1529_num1	0.0	C20PSPH_c + ocdce9coa_c --> CERB1D_c + coa_c + 3.0 h_c	2.3.1.24,2.3.1.291		
R1530_num1	0.0	sphgn_c + stcoa_c --> CERB2A_c + coa_c	2.3.1.24,2.3.1.291		
R1531_num1	0.0	ocdce9coa_c + sphgn_c --> CERB2B_c + coa_c	2.3.1.24,2.3.1.291		
R1532_num1	0.0	C20SPH_c + stcoa_c --> CERB2C_c + coa_c + 3.0 h_c	2.3.1.24,2.3.1.291		
R1533_num1	0.0	C20SPH_c + ocdce9coa_c --> CERB2D_c + coa_c + 3.0 h_c	2.3.1.24,2.3.1.291		
R1534	0.0	CERB2A_c + udpgal_c --> GALCERA_c + udp_c	2.4.1.47		
R1535	0.0	CERB2B_c + udpgal_c --> GALCERB_c + udp_c	2.4.1.47		
R1536_num1	0.0	C191SPH_c + stcoa_c --> CEREB1_c + coa_c + h_c	2.3.1.24,2.3.1.291		
R1537	0.0	CEREB1_c + udpg_c --> GLUCER1_c + udp_c	2.4.1.80		
R1538_num1	0.0	C191SPH_c + ocdce9coa_c --> CEREB2_c + coa_c + h_c	2.3.1.24,2.3.1.291		
R1539	0.0	CEREB2_c + udpg_c --> glusideho_c + udp_c	2.4.1.80		
R1541	0.0	thr__L_m --> thr__L_c			
R1542	0.0	leu__L_m --> leu__L_c			
R1543	0.0	val__L_m --> val__L_c			
R1544	0.0	CERB2A_c + h_c + o2_c --> CERB3A_c + 2.0 h2o_c	1.14.19.17		
R1545	0.0	CERB2B_c + h_c + o2_c --> CERB3B_c + 2.0 h2o_c	1.14.19.17		
R1546	0.0	CERB2C_c + 5.0 h_c + o2_c --> CERB3C_c + 2.0 h2o_c	1.14.19.17		
R1547	0.0	CERB2D_c + 5.0 h_c + o2_c --> CERB3D_c + 2.0 h2o_c	1.14.19.17		
R1548	0.0	CERB2E_c + 2.0 h_c + o2_c --> CERB3E_c + 2.0 h2o_c	1.14.19.17		
R1549	0.0	CERB2F_c + 2.0 h_c + o2_c --> CERB3F_c + 2.0 h2o_c	1.14.19.17		
R1550	0.0	CERB2G_c + 2.0 h_c + o2_c --> CERB3G_c + 2.0 h2o_c	1.14.19.17		
R1556	0.0	dhcrmho_c + 2.0 focytb5_c + 2.0 h_c + o2_c --> 2.0 ficytb5_c + h2o_c + phcrm_hs_c	1.14.18.5		
R1559	0.0	dhcrmho_c_m + 2.0 focytb5_m + 2.0 h_m + o2_m --> 2.0 ficytb5_m + 2.0 h2o_m	1.14.19.17		
R1561_num1	0.0	acoa_x + sphgn_x --> coa_x + dhcrmho_c_x + 5.0 h_c	2.3.1.24		
R1562_num1	0.0	C12146_x + psphings_x --> coa_x + 5.0 h_x + phcrm_hs_x	2.3.1.24		
R1585	0.0	udpg_c --> GLYCO_c + h_c + udp_c	2.4.1.11		
R1586	0.0	CYCLODEXTIN_e + h2o_e --> C01935_e			
R1599	0.0	C03024_c + CPD_15263_c + o2_c --> C03161_c + CPD_15264_c + h2o_c	1.14.14.118		
R1602	0.0	STEAROYL_ACPS_c + coa_c --> stcoa_c	2.3.1.86		
R1603	0.0	Ssq23epx_c --> lanost_c	5.4.99.7		
R1605	0.0	DCTOL_c + h_c + nadph_c --> DCDOL_c + nadp_c	1.3.1.70		
R1606	0.0	DCDOL_c + 2.0 h_c + 3.0 nadph_c + 3.0 o2_c --> DCDA_c + 4.0 h2o_c + 3.0 nadp_c	1.14.18.9		
R1607	0.0	DCDA_c + nadp_c --> CDOL_c + co2_c + nadph_c	1.1.1.170		
R1610	0.0	epist_c --> DEHYD_c + 2.0 h_c	1.14.19.20		
R1612_num1	0.0	ergtetrol_c + h_c + nadph_c --> ergst_c + nadp_c	1.3.1.71		
R1614	0.0	h_c + nadph_c + zymst_c --> nadp_c + zymstnl_c	1.3.1.72		
R1615	0.0	DCDOL_c + h_c + nadph_c --> CE2314_c + nadp_c	1.3.1.72		
R1616	0.0	C22112_c + nadp_c --> C22136_c + co2_c + h_c + nadph_c	1.1.1.170		
R1618	0.0	h_c + lanost_c + nadph_c --> CPD_8606_c + nadp_c	1.3.1.72		
R1622	0.0	5_ALPHA_CHOLESTA_724_DIEN_3_BETA_OL_c + h_c + nadph_c --> CPD_4186_c + nadp_c	1.3.1.72		
R1623	0.0	DESMOSTEROL_CPD_c + h_c + nadph_c --> chsterol_c + nadp_c	1.3.1.72		
R1625	0.0	CPD_8646_c + h_c + nadph_c --> CPD_4187_c + nadp_c	1.3.1.72		
R1627	0.0	CPD_4186_x + 2.0 focytb5_x + 2.0 h_x + o2_x --> CPD_4187_x + 2.0 ficytb5_x + 2.0 h2o_x	1.14.19.20		
R1628_num1	0.0	accoa_x + chsterol_x --> CHOLESTEROL_ESTERS_x + coa_x	2.3.1.26		
R1629	0.0	h_x + mergtrol_x + nadph_x --> mfecostrl_x + nadp_x	1.3.1.70		
R1631	0.0	4mzym_x + 6.0 focytb5_x + 6.0 h_x + 3.0 o2_x --> C22112_x + 6.0 ficytb5_x + 4.0 h2o_x	1.14.18.9		
R1633	0.0	2.0 frdp_c --> ppi_c + psqldp_c	2.5.1.103		
R1639_num1	0.0	AND_x + h_x + nadph_x --> andrstandn_x + nadp_x	1.3.1.22		
R1653_num1	0.0	lanost_x + ocdce9coa_x --> CPD_16016_x + coa_x	2.3.1.26		
R1655_num1	0.0	ergst_x + ocdce9coa_x --> CPD_16017_x + coa_x	2.3.1.26		
R1666	0.0	ch4s_c + h2o_c + o2_c --> fald_c + h2o2_c + h2s_c	1.8.3.4		
R1676	0.0	4abutn_c --> CE1944_c + h2o_c	2.6.1.82		
R1681	0.0	pyr_c + taur_c --> SULFACAL_c + ala__L_c	2.6.1.77		
R1683	0.0	SULFACAL_c + h_c + nadph_c --> istnt_c + nadp_c	1.1.1.313		
R1688	0.0	2.0 h_c + hercyso_c --> ergoth_c + nh4_c + pyr_c	4.4.1.-		
R1689_num1	0.0	ACPYR_c + h2o_c --> ac_c + 2.0 h_c + pyr_c	3.7.1.6		
R1699	0.0	ggdp_m + 2.0 ipdp_m --> hexdp_m + 2.0 ppi_m	2.5.1.82		
R1700	0.0	frdp_m + 3.0 ipdp_m --> hexdp_m + 3.0 ppi_m	2.5.1.83		
R1701	0.0	frdp_c + h2o_c --> 2_TRANS6_TRANS_FARNESOL_c + ppi_c	3.1.7.6		
R1704_num1	0.0	4mhetz_c + atp_c --> 4mpetz_c + adp_c + h_c	2.7.1.50		
R1713	0.0	dhgly_c + h2o_c --> glx_c + nh4_c	1.4.3.19		
R1722	0.0	2.0 THIOLS_m + tsul_m --> DISULFIDES_m + h2s_m + h_m + so3_c	2.8.1.3		
R1729	0.0	CARBO_ME_UR_34_TRNA_m + amet_m --> 5_2_ME_OXY_2_OXO_ET_UR_34_TRNA_m + ahcys_m	2.1.1.229		
R1734	0.0	L2aadp6sa_m --> h2o_m + h_m + thp2c_m			
R1746	0.0	3hanthrn_c + amet_c --> C05831_c + ahcys_c	2.1.1.-		
R1748	0.0	C02470_c + amet_c + h_c --> C05830_c + ahcys_c	2.1.1.-		
R1755_num1	0.0	h_c + id3acald_c + nadh_c --> ind3eth_c + nad_c	1.1.1.190		
R1758	0.0	h2o_c + id3acald_c + o2_c --> h2o2_c + h_c + ind3ac_c	1.2.3.7		
R1764	0.0	fumpyr_c + h2o_c --> fum_c + h_c + pyr_c	3.7.1.5		
R1765_num1	0.0	4hoxpacd_c + h2o_c + nad_c --> 4hoxpac_c + 2.0 h_c + nadh_c	1.2.1.53		
R1772	0.0	CPD_8652_c + DQ_c --> LDOPA_c + L_DOPACHROME_c			
R1773	0.0	L_DOPACHROME_c + h_c --> DIHYDROXYINDOLE_c + co2_c			
R1776	0.0	LDOPA_c + o2_c --> CPD_253_c + h_c	1.13.11.29		
R1777	0.0	DQ_c --> CPD_8652_c + h_c			
R1784	0.0	4fumacac_c + h2o_c --> acac_c + fum_c + h_c	3.7.1.2		
R1787	0.0	CPD_15191_m + amet_m --> CPD_15192_m + ahcys_m + h_m	2.1.1.64		
R1789	0.0	CPD_15194_m + amet_m --> CPD_15195_m + ahcys_m + h_m	2.1.1.201		
R1799	0.0	4hbz_c + PD_c --> 4HP_c + ppi_c	2.5.1.39		
R1800	0.0	3PD_c + amet_c --> 3PHM_c + ahcys_c + h_c	2.1.1.114		
R1801	0.0	2PM_c + o2_c --> 2PMB_c + h2o_c	1.14.13.-		
R1802	0.0	2PMB_c + amet_c --> 2PMMB_c + ahcys_c + h_c	2.1.1.201		
R1803	0.0	2PMHMB_c + amet_c --> ahcys_c + h_c + q_c	2.1.1.64		
R1804	0.0	3dh5hpb_m + amet_m --> 3hph5mb_m + ahcys_m + h_m	2.1.1.114		
R1805	0.0	4hbz_m + CPD_21340_m --> NONAPRENYL_4_HYDROXYBENZOATE_m + ppi_m	2.5.1.39		
R1806	0.0	4hbz_x + CPD_21340_x --> NONAPRENYL_4_HYDROXYBENZOATE_x + ppi_x	2.5.1.39		
R1807	0.0	CPD_11655_m + amet_m --> CPD_11656_m + ahcys_m + h_m	2.1.1.201		
R1808	0.0	h_c + sbzcoa_c --> C06986_c + coa_c			
R1809	0.0	2omhmbl_m + amet_m --> ahcys_m + 3.0 h_m + q8_m	2.1.1.64		
R1810	0.0	CPD_15838_c + amet_c --> CPD_15836_c + ahcys_c + h_c	2.1.1.95		
R1811	0.0	CPD_15839_c + amet_c --> CPD_15837_c + ahcys_c + h_c	2.1.1.95		
R1812	0.0	amet_c + dtocophe_c --> ahcys_c + bvite_c + h_c	2.1.1.95		
R1813	0.0	2_HEXAPRENYL_3_METHYL_5_HYDROXY_6_METHOX_m + amet_m --> ahcys_m + h_m + q6h2_m	2.1.1.64		
R1814	0.0	2_HEXAPRENYL_6_METHOXY_14_BENZOQUINOL_m + amet_m --> 2_HEXAPRENYL_3_METHYL_6_METHOXY_14_BENZ_m + ahcys_m + h_m	2.1.1.201		
R1815	0.0	amet_c + gtocophe_c --> ahcys_c + avite1_c + h_c	2.1.1.95		
R1816	0.0	2hp6mp_m + o2_m --> CPD_11655_m + h2o_m	1.14.13.-		
R1828	0.0	2ahbut_m --> 3hmop_m	5.4.99.3		
R1829	0.0	3c4mop_c + h_c --> 4mop_c + co2_c			
R1838	0.0	CPD_466_m + akg_m --> glu__L_m + mmtsa_m	2.6.1.22		
R1842	0.0	2MC40COA_m + C15973_m --> C15979_m + coa_m	2.3.1.168		
R1846	0.0	C15973_m + ivcoa_m --> C15975_m + coa_m	2.3.1.168		
R1855	0.0	atp_c + coa_c + mmal_c --> amp_c + mmcoa__R_c + ppi_c	6.2.1.-		
R1856	0.0	BCAA_DEHYDROGENASE_DH_LIPOYL_m + ibcoa_m --> BCAA_DEHYDROGENASE_2MP_DH_LIPOYL_m + coa_m	2.3.1.168		
R1876	0.0	CPD_10172_c + h2o_c --> CPD_10174_c + ac_c	3.1.1.94		
R1878	0.0	CPD_10170_c + h2o_c --> CPD_10171_c + ac_c + h_c	3.1.1.94		
R1883	0.0	3ohxccoa_c + h_c + nadph_c --> CPD_14278_c + nadp_c	1.1.1.330		
R1884	0.0	CE2251_c + h_c + nadph_c --> CPD_14275_c + nadp_c	1.1.1.330		
R1885	0.0	CPD_14280_x + h_x + nadph_x --> CPD_9965_x + nadp_x	1.3.1.93		
R1886	0.0	h_x + malcoa_x + stcoa_x --> CE2251_x + co2_x + coa_x	2.3.1.199		
R1898	0.0	h2o_c + o2_c + pydx_c --> CPD_1112_c + h2o2_c + h_c	1.2.3.8		
R1903_num1	0.0	CPD_4586_c + amet_c --> CPD_4587_c + ahcys_c + h_c	2.1.1.109		
R1904	0.0	C20505_c + h2o_c --> C20507_c + ac_c + h_c	3.1.1.94		
R1906	0.0	CPD_10163_m + nadp_m --> CPD_10162_m + h_m + nadph_m	1.1.1.349		
R1907	0.0	C20504_m + nadp_m --> C20503_m + h_m + nadph_m	1.1.1.353		
R1908_num1	0.0	C03024_m + C20499_m + o2_m --> C03161_m + C20500_m + h2o_m	1.14.14.116		
R1909	0.0	C20506_m + nadp_m --> C20505_m + h_m + nadph_m	1.1.1.353		
R1910	0.0	C20508_m + nadp_m --> C20507_m + h_m + nadph_m	1.1.1.353		
R1911	0.0	C20502_m --> C20574_m + h2o_m	4.2.1.142		
R1912	0.0	C03024_x + C20499_x + o2_x --> C03161_x + C20500_x + h2o_x	1.14.14.116		
R1930	0.0	CPD_158_m + nadph_m + o2_m --> HYDROXYBENZOQUINONE_m + h2o_m + h_m + nadp_m + no2_m	1.14.13.166		
R1947	0.0	0.03931 amp_c + 0.7682 atp_c + 0.06724 cmp_c + 0.07226 gmp_c + 0.5423 h2o_c + 0.04713 ump_c --> RNA_c + 0.7682 adp_c + 0.7682 pi_c	2.7.1.151		
R1950	0.0	CPD_10165_c + nad_c --> CPD_10166_c + h_c + nadh_c	1.1.1.352		
R1951	0.0	CPD_10164_c + nad_c --> CPD_10166_c + h_c + nadh_c	1.1.1.352		
R1960	0.0	0.181 udpacgal_c + 0.065 udpg_c + 0.754 udpgal_c --> GAG_c + udp_c			
R1961	0.0	0.435 gdpmann_c + 0.1 udpg_c + 0.332 udpgal_c + 0.133 udpgalfur_c --> GGM_c + 0.435 gdp_c + 0.565 udp_c			
R1962	9.219	0.5 o2_m + qh2_m --> h2o_m + q_m	1.10.3.11		
R1964	0.0	glu5sa_m --> 1pyr5c_m + h2o_c + h_c			
R1966	0.0	C182ACP_c + h_c + nadph_c + o2_c --> C183ACP_c + 2.0 h2o_c + nadp_c			
R1967	0.0	IPC_c + gdpmann_c --> MIPC_c + gdp_c			
R1970	0.0	CDOL_c + h_c + nadph_c --> 4mzym_c + nadp_c			
R1971	0.0	4mzym_c + o2_c --> co2_c + 2.0 h_c + zymst_c			
R1973	0.0	h_c + nh4oh_c --> h2o_c + nh4_c			
R1975_num1	2.8	atp_c + h2o_c --> adp_c + h_c + pi_c	3.6.3.1		
R1976	0.0	0.5 R__ALLANTOIN_c + 0.5 S_ALLANTOIN_c --> alltn_c			
R1978	0.0	CALH_c + amet_c + h2o_c --> ahcys_c + cmaphis_c + h_c	2.1.1.98		
R1983	0.0	N5HORN_c + accoa_c --> N5AN5HORN_c + coa_c	2.3.1.-		
R1988_num1	0.0	ACXYLAN_e + h2o_e --> XYLAN_e + ac_e + h_e	3.1.1.72		
R1989_num1	0.0	ACCELLU_e + h2o_e --> CELLU_e + ac_e + h_e	3.1.1.-		
R1990_num1	0.0	ACSTARCH_e + h2o_e --> STAR_e + ac_e + h_e	3.1.1.-		
R1993	0.0	14BGLUCAN_e + h2o_e --> glc__D_e	3.2.1.84		
R1994	0.0	13AGLUC_e + h2o_e --> glc__D_e	3.2.1.84		
R1999	0.0	3mop_m + coa_m + nad_m --> 2MC40COA_m + co2_m + nadh_m	1.2.1.-		
R2001	0.0	12_BIS4_HYDROXY_3_METHOXYPHENYLETHYLE_c + o2_c --> 2.0 vanln_c	1.13.11.43		
R2005	0.0	ACLAC_m --> 3hmoa_m	5.4.99.3		
R2007	0.0	glu__D_c --> glu__L_c	5.1.1.3		
R2009	0.0	glyc2p_c + h2o_c --> glyc_c + pi_c	3.1.3.19		
R2012	0.0	lys__D_c --> lys__L_c	5.1.1.5		
R2014	0.0	h2o_c + pep_c --> pi_c + pyr_c	3.1.3.60		
R2015	0.0	2pg_c + h2o_c --> glyc__R_c + pi_c	3.1.3.20		
R2016	0.0	pala_e --> sucr_e			
R2018	0.0	atp_c + tag__D_c --> adp_c + h_c + tag6p__D_c			
R2023	0.0	C11821_c + h2o_c --> R__ALLANTOIN_c + co2_c			
R2024	0.0	C11821_c + h2o_c --> S_ALLANTOIN_c + co2_c			
R2025	0.0	1Dgali_m + sucr_m --> inost_m + raffin_m	2.4.1.82		
R2027	0.0	1_HYDROXYALKYL_SN_GLYCEROL_c --> aldehyde_c + glyc_c + h_c			
R2028	0.0	C17234_c + h2o_c --> 2obut_c + nh4_c			
R2029	0.0	acoa_x + h_x + malcoa_x --> 3oacoa_x + co2_x + coa_x	2.3.1.199		
R2030	0.0	cynt_m + 3.0 h_m + hco3_m --> 2.0 co2_m + nh4_m	4.2.1.104		
R2032	0.0	atp_c + h_c + pailho_c --> adp_c + pail5pho_c	2.7.1.150		
R2033_num1	0.0	h2o_c + pail4pho_c --> INOSITOL_1_4_BISPHOSPHATE_c + SEDAG_c + 4.0 h_c	3.1.4.11		
R2034	0.0	h2o_m + pail4p_cho_m --> INOSITOL_1_4_BISPHOSPHATE_m + SEDAG_m + 4.0 h_m	3.1.4.11		
R2037	0.0	C17234_c --> C20905_c	4.3.1.19		
R2038	0.0	adpglc_c + g6p_c --> adp_c + h_c + tre6p_c	2.4.1.347		
R2039	0.0	C21787_c + h2o_c --> gthrd_c + 3.0 h_c + so3_c	1.13.11.18		
R2041	0.0	CPD_8979_c + h2o_c --> nh4_c + succ_c			
R2064	0.0	h2o_m + o2_m + saccrp__L_m --> L2aadp6sa_m + glu__L_m + h2o2_m	1.5.3.18		
R2066	0.0	GENTIOBIOSE_e + h2o_e --> 2.0 glc__D_e			
R2067	0.0	5dglcn_c --> CPD_13061_c + gcald_c			
R2068	0.0	accoa_m + etoh_m --> ETHYLACETATE_m + coa_m	2.3.1.268		
R2070	0.0	INOSITOL_1_4_5_TRISPHOSPHATE_c + 2.0 atp_c --> CPD_1107_c + 2.0 adp_c + 2.0 h_c	2.7.1.151		
R2083	0.0	4mop_c + h_c + nadph_c --> CE5456_c + nadp_c	1.1.1.272		
R2084	0.0	4mop_m + h_m + nadph_m --> CE5456_m + nadp_m	1.1.1.272		
R2086	0.0	aacoa_x + atp_x + ile__L_x --> CPD_19688_x + amp_x + coa_x + h_x + ppi_x	6.3.2.50		
R2087	0.0	chol_c + h_c + nadph_c + o2_c --> gcald_c + h2o_c + nadp_c + tma_c	1.14.13.239		
R2092	0.0	arbt_e + h2o_e --> glc__D_e + hqn_e			
R2094	0.0	h_c + malon_c --> ac_c + co2_c			
R2095	0.0	DASN_c --> asn__L_c	5.1.1.10		
R2096	0.0	GLYCO_e + h2o_e --> C01935_e			
R2110	0.0	gbbtn_c + h_c + nadph_c + o2_c --> h2o_c + nadp_c + sucsal_c + tma_c	1.14.13.239		
R2111	0.0	adprib_c + ppi_c --> R5P_c + atp_c + h_c	2.7.7.96		
R2115	0.0	N_ACYLSPHINGOSINE_c + 2.0 focytb5_c + 2.0 h_c + o2_c --> SPHINGA_4E_8E_DIENINE_CERAMIDES_c + 2.0 ficytb5_c + 2.0 h2o_c	1.14.19.18		
R2125	0.0	2.0 OXIDIZED_ADRENAL_FERREDOXINS_m + nadph_m --> 2.0 REDUCED_ADRENAL_FERREDOXINS_m + h_m + nadp_m	1.18.1.6		
R2140	0.0	C21072_m + 2.0 focytb5_m + 2.0 h_m + o2_m --> C21000_m + 2.0 ficytb5_m + 2.0 h2o_m	1.14.19.6		
R2141	0.0	ALPHA_D_MANNOSYLCHITOBIO_x + gdpmann_x --> CPD_5161_x + gdp_x + h_x	2.4.1.132		
R2146	0.0	ppcoa_c --> ppcoa_m			
R2147	0.0	GlY_PRO_e --> 			
R2148	0.0	GlY_PRO_e --> GlY_PRO_c			
R2150	0.0	inost_e --> 			
R2151	0.0	inost_e --> inost_c			
R2152	0.0	GLY_ASP_e --> 			
R2153	0.0	GLY_ASP_e --> GLY_ASP_c			
R2155	0.0	2obut_e --> 			
R2156	0.0	2obut_e --> 2obut_c			
R2163_num1	0.0	atp_c + h2o_c + k_e --> adp_c + h_e + k_c + pi_c	3.6.3.10		
R2166	0.0	0.25 CLCDPDG_c + 0.25 PCCDPDG_c + 0.25 PECDPDG_c + 0.25 PSCDPDG_c --> CDPDG_c			
R2178	0.0	o2_c --> o2_x			
R2187	0.0	C160CAR_c + crn_x --> C160CAR_x + crn_c			
R2188	0.0	C180CAR_c + crn_x --> C180CAR_x + crn_c			
R2189	0.0	oaa_c --> oaa_x			
R2199	0.0	mal__L_c --> mal__L_x			
R2201	0.0	co2_e --> co2_c			
R2202	0.0	h2o_e --> h2o_c			
R2203	15.0	o2_e --> o2_c			
R2204	0.0	etoh_e --> etoh_c			
R2232	0.0	ade_e --> ade_c			
R2236	0.0	BUTN_c --> BUTN_e			
R2238	0.0	nh4_e --> nh4_c			
R2240	0.0	so3_e --> so3_c			
R2241	0.0	so4_e --> so4_c			
R2244	0.0	dha_e --> dha_c			
R2254	0.0	srb__L_e --> srb__L_c			
R2255	0.0	rmn_e --> rmn_c			
R2256	0.0	arab__D_e --> arab__D_c			
R2260	0.0	abt__D_e + h_e --> abt__D_c + h_c			
R2261	0.0	abt_e + h_e --> abt_c + h_c			
R2262	0.0	h_e + rbt_e --> h_c + rbt_c			
R2263	0.0	galt_e + h_e --> galt_c + h_c			
R2265	0.0	h_e + sbt__D_e --> h_c + sbt__D_c			
R2268	0.0	cit_e --> cit_c			
